title,author,summary,bookcover,book_url
Ivanhoe,Walter Scott,"For this novel, Scott moved far away from the setting of his own turbulent time. He went back to the late 12th century, and to England rather than the Scottish settings of all his previous novels. He connected his writing Ivanhoe with his concerns about contemporary events.Scott drew together the apparently opposing themes of historical reality and chivalric romance, sociaFor this novel, Scott moved far away from the setting of his own turbulent time. He went back to the late 12th century, and to England rather than the Scottish settings of all his previous novels. He connected his writing Ivanhoe with his concerns about contemporary events.Scott drew together the apparently opposing themes of historical reality and chivalric romance, social realism and high adventure, past and present.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630481585l/6440._SX318_.jpg,https://www.goodreads.com//book/show/6440.Ivanhoe
Lover Revealed,J.R. Ward,"Butch O'Neal is a fighter by nature. A hard-living ex-homicide cop, he's the only human ever to be allowed in the inner circle of the Black Dagger Brotherhood. And he wants to go even deeper into the vampire world—to engage in the turf war with the lessers. He's got nothing to lose. His heart belongs to a female vampire, an aristocratic beauty who's way out of his league. Butch O'Neal is a fighter by nature. A hard-living ex-homicide cop, he's the only human ever to be allowed in the inner circle of the Black Dagger Brotherhood. And he wants to go even deeper into the vampire world—to engage in the turf war with the lessers. He's got nothing to lose. His heart belongs to a female vampire, an aristocratic beauty who's way out of his league. If he can't have Marissa, then at least he can fight side by side with the Brothers...Fate curses him with the very thing he wants. When Butch sacrifices himself to save a civilian vampire from the slayers, he falls prey to the darkest force in the war. Left for dead, he's found by a miracle, and the Brotherhood calls on Marissa to bring him back. But even her love may not be enough to save him...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389646548l/42898.jpg,https://www.goodreads.com//book/show/42898.Lover_Revealed
Anthem,Ayn Rand,"Anthem has long been hailed as one of Ayn Rand's classic novels, and a clear predecessor to her later masterpieces, The Fountainhead and Atlas Shrugged. In Anthem, Rand examines a frightening future in which individuals have no name, no independence, and no values. Equality 7-2521 lives in the dark ages of the future where all decisions are made by committee, all people liAnthem has long been hailed as one of Ayn Rand's classic novels, and a clear predecessor to her later masterpieces, The Fountainhead and Atlas Shrugged. In Anthem, Rand examines a frightening future in which individuals have no name, no independence, and no values. Equality 7-2521 lives in the dark ages of the future where all decisions are made by committee, all people live in collectives, and all traces of individualism have been wiped out. Despite such a restrictive environment, the spark of individual thought and freedom still burns in him--a passion which he has been taught to call sinful. In a purely egalitarian world, Equality 7-2521 dares to stand apart from the herd--to think and choose for himself, to discover electricity, and to love the woman of his choice. Now he has been marked for death for committing the ultimate sin. In a world where the great ""we"" reign supreme, he has rediscovered the lost and holy word--""I.""",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190459l/667.jpg,https://www.goodreads.com//book/show/667.Anthem
Message in a Bottle,Nicholas Sparks,"Shimmering with suspense and emotional intensity - takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love.Nicholas Sparks is our very best chronicler of the human heart. His stunning first novel, The Notebook, has been given by friend to friend and lover to lover all over the world as a tShimmering with suspense and emotional intensity - takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love.Nicholas Sparks is our very best chronicler of the human heart. His stunning first novel, The Notebook, has been given by friend to friend and lover to lover all over the world as a testament to the timeless power of love. But if we thought he could never again move us so deeply, he now shows us he can-in a story that renews our faith in destiny...in the ability of true lovers to find each other no matter where, no matter when... Message In A Bottle Thrown to the waves, and to fate, the bottle could have ended up anywhere. Instead, it is found just three weeks after it begins its journey. Theresa Osborne, divorced and the mother of a twelve-year-old son, picks it up during a seaside vacation from her job as a Boston newspaper columnist. Inside is a letter that opens with: My Dearest Catherine, I miss you my darling, as I always do, but today is particularly hard because the ocean has been singing to me, and the song is that of our life together... For ""Garrett,"" the man who signs the letter, the message is the only way he knows to express his undying love for a woman he has lost. For Theresa, wary of romance since her husband shattered her trust, the message raises questions that intrigue her. Who are Garrett and Catherine? Where is he now? What is his story? Challenged by the mystery, and pulled to find Garrett by emotions she does not fully understand, Theresa begins a search that takes her to a sunlit coastal town and an unexpected confrontation. Brought together by chance-or something more powerful-Theresa and Garrett are people whose lives are about to touch for a purpose, in a tale that resonates with our deepest hopes for finding that special someone and everlasting love. Shimmering with suspense and emotional intensity, Message in a Bottle takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love. For those who cherished The Notebook and readers waiting to discover the magic of Nicholas Sparks's storytelling, here is his new, achingly lovely novel of happenstance, desire, and the choices that matter most...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1163789140l/3478._SY475_.jpg,https://www.goodreads.com//book/show/3478.Message_in_a_Bottle
The Alienist,Caleb Carr,"When The Alienist was first published in 1994, it was a major phenomenon, spending six months on the New York Times bestseller list, receiving critical acclaim, and selling millions of copies. This modern classic continues to be a touchstone of historical suspense fiction for readers everywhere.The year is 1896. The city is New York. Newspaper reporter John Schuyler Moore When The Alienist was first published in 1994, it was a major phenomenon, spending six months on the New York Times bestseller list, receiving critical acclaim, and selling millions of copies. This modern classic continues to be a touchstone of historical suspense fiction for readers everywhere.The year is 1896. The city is New York. Newspaper reporter John Schuyler Moore is summoned by his friend Dr. Laszlo Kreizler—a psychologist, or “alienist”—to view the horribly mutilated body of an adolescent boy abandoned on the unfinished Williamsburg Bridge. From there the two embark on a revolutionary effort in criminology: creating a psychological profile of the perpetrator based on the details of his crimes. Their dangerous quest takes them into the tortured past and twisted mind of a murderer who will kill again before their hunt is over.Fast-paced and riveting, infused with historical detail, The Alienist conjures up Gilded Age New York, with its tenements and mansions, corrupt cops and flamboyant gangsters, shining opera houses and seamy gin mills. It is an age in which questioning society’s belief that all killers are born, not made, could have unexpected and fatal consequences.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626l/40024.jpg,https://www.goodreads.com//book/show/40024.The_Alienist
One Day,David Nicholls,15th July 1988: Emma and Dexter meet for the first time on the night of their graduation. Tomorrow they must go their separate ways.So where will they be on this one day next year? And the year after that?And every year that follows?--bac,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873020l/6280118.jpg,https://www.goodreads.com//book/show/6280118-one-day
Confessions of a Shopaholic,Sophie Kinsella,"Becky has a fabulous flat in London's trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season's must-haves. The only trouble is that she can't actually afford it–not any of it.Her job writing at Successful Savings not only bores her to tears, it doesn't pay much at all. And lately Becky's been chased by dismal letters from theBecky has a fabulous flat in London's trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season's must-haves. The only trouble is that she can't actually afford it–not any of it.Her job writing at Successful Savings not only bores her to tears, it doesn't pay much at all. And lately Becky's been chased by dismal letters from the bank –letters with large red sums she can't bear to read–and they're getting ever harder to ignore.She tries cutting back. But none of her efforts succeeds. Becky's only consolation is to buy herself something ... just a little something....Finally a story arises that Becky actually cares about, and her front-page article catalyzes a chain of events that will transform her life–and the lives of those around her–forever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932l/9416._SX318_.jpg,https://www.goodreads.com//book/show/9416.Confessions_of_a_Shopaholic
The Death Cure,James Dashner,"It’s the end of the line. WICKED has taken everything from Thomas: his life, his memories, and now his only friends—the Gladers. But it’s finally over. The trials are complete, after one final test. Will anyone survive? What WICKED doesn’t know is that Thomas remembers far more than they think. And it’s enough to prove that he can’t believe a word of what they say. The truIt’s the end of the line. WICKED has taken everything from Thomas: his life, his memories, and now his only friends—the Gladers. But it’s finally over. The trials are complete, after one final test. Will anyone survive? What WICKED doesn’t know is that Thomas remembers far more than they think. And it’s enough to prove that he can’t believe a word of what they say. The truth will be terrifying. Thomas beat the Maze. He survived the Scorch. He’ll risk anything to save his friends. But the truth might be what ends it all.  The time for lies is over.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303997647l/7864437.jpg,https://www.goodreads.com//book/show/7864437-the-death-cure
The Corrections,Jonathan Franzen,"Winner of the National Book Award for FictionNominated for the National Book Critics Circle AwardAn American Library Association Notable BookJonathan Franzen's third novel, The Corrections, is a great work of art and a grandly entertaining overture to our new century: a bold, comic, tragic, deeply moving family drama that stretches from the Midwest at mid-century to Wall SWinner of the National Book Award for FictionNominated for the National Book Critics Circle AwardAn American Library Association Notable BookJonathan Franzen's third novel, The Corrections, is a great work of art and a grandly entertaining overture to our new century: a bold, comic, tragic, deeply moving family drama that stretches from the Midwest at mid-century to Wall Street and Eastern Europe in the age of greed and globalism. Franzen brings an old-time America of freight trains and civic duty, of Cub Scouts and Christmas cookies and sexual inhibitions, into brilliant collision with the modern absurdities of brain science, home surveillance, hands-off parenting, do-it-yourself mental healthcare, and the anti-gravity New Economy. With The Corrections, Franzen emerges as one of our premier interpreters of American society and the American soul.Enid Lambert is terribly, terribly anxious. Although she would never admit it to her neighbors or her three grown children, her husband, Alfred, is losing his grip on reality. Maybe it's the medication that Alfred takes for his Parkinson's disease, or maybe it's his negative attitude, but he spends his days brooding in the basement and committing shadowy, unspeakable acts. More and more often, he doesn't seem to understand a word Enid says.Trouble is also brewing in the lives of Enid's children. Her older son, Gary, a banker in Philadelphia, has turned cruel and materialistic and is trying to force his parents out of their old house and into a tiny apartment. The middle child, Chip, has suddenly and for no good reason quit his exciting job as a professor at D------ College and moved to New York City, where he seems to be pursuing a ""transgressive"" lifestyle and writing some sort of screenplay. Meanwhile the baby of the family, Denise, has escaped her disastrous marriage only to pour her youth and beauty down the drain of an affair with a married man--or so Gary hints.Enid, who loves to have fun, can still look forward to a final family Christmas and to the ten-day Nordic Pleasurelines Luxury Fall Color Cruise that she and Alfred are about to embark on. But even these few remaining joys are threatened by her husband's growing confusion and unsteadiness. As Alfred enters his final decline, the Lamberts must face the failures, secrets, and long-buried hurts that haunt them as a family if they are to make the corrections that each desperately needs.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355011305l/3805.jpg,https://www.goodreads.com//book/show/3805.The_Corrections
Digital Fortress,Dan Brown,"When the National Security Agency's invincible code-breaking machine encounters a mysterious code it cannot break, the agency calls its head cryptographer, Susan Fletcher, a brilliant and beautiful mathematician. What she uncovers sends shock waves through the corridors of power. The NSA is being held hostage... not by guns or bombs, but by a code so ingeniously complex thWhen the National Security Agency's invincible code-breaking machine encounters a mysterious code it cannot break, the agency calls its head cryptographer, Susan Fletcher, a brilliant and beautiful mathematician. What she uncovers sends shock waves through the corridors of power. The NSA is being held hostage... not by guns or bombs, but by a code so ingeniously complex that if released it would cripple U.S. intelligence.Caught in an accelerating tempest of secrecy and lies, Susan Fletcher battles to save the agency she believes in. Betrayed on all sides, she finds herself fighting not only for her country but for her life, and in the end, for the life of the man she loves.(back cover)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966l/11125.jpg,https://www.goodreads.com//book/show/11125.Digital_Fortress
