title,author,summary,bookcover,book_url
The Story of Ferdinand,Munro Leaf,"A true classic with a timeless message, The Story of Ferdinand has enchanted readers since it was first published in 1936. All the other bulls would run and jump and butt their heads together. But Ferdinand would rather sit and smell the flowers. And he does just that, until the day a bumblebee and some men from the Madrid bullfights give gentle Ferdinand a chance to be thA true classic with a timeless message, The Story of Ferdinand has enchanted readers since it was first published in 1936. All the other bulls would run and jump and butt their heads together. But Ferdinand would rather sit and smell the flowers. And he does just that, until the day a bumblebee and some men from the Madrid bullfights give gentle Ferdinand a chance to be the most ferocious star of the corrida—and the most unexpected comic hero. This cherished hardcover is perfect for those who love Ferdinand, and those who have yet to meet him.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133512l/773951.jpg,https://www.goodreads.com//book/show/773951.The_Story_of_Ferdinand
Tiger's Curse,Colleen Houck,"Passion. Fate. Loyalty.Would you risk it all to change your destiny? The last thing Kelsey Hayes thought she’d be doing this summer was trying to break a 300-year-old Indian curse. With a mysterious white tiger named Ren. Halfway around the world. But that’s exactly what happened. Face-to-face with dark forces, spellbinding magic, and mystical worlds where nothing is what Passion. Fate. Loyalty.Would you risk it all to change your destiny? The last thing Kelsey Hayes thought she’d be doing this summer was trying to break a 300-year-old Indian curse. With a mysterious white tiger named Ren. Halfway around the world. But that’s exactly what happened. Face-to-face with dark forces, spellbinding magic, and mystical worlds where nothing is what it seems, Kelsey risks everything to piece together an ancient prophecy that could break the curse forever. Tiger’s Curse is the exciting first volume in an epic fantasy-romance that will leave you breathless and yearning for more.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878915l/9284655.jpg,https://www.goodreads.com//book/show/9284655-tiger-s-curse
Unearthly,Cynthia Hand,"In the beginning, there's a boy standing in the trees...Clara Gardner has recently learned that she's part angel. Having angel blood run through her veins not only makes her smarter, stronger, and faster than humans (a word, she realizes, that no longer applies to her), but it means she has a purpose, something she was put on this earth to do. Figuring out what that is, thIn the beginning, there's a boy standing in the trees...Clara Gardner has recently learned that she's part angel. Having angel blood run through her veins not only makes her smarter, stronger, and faster than humans (a word, she realizes, that no longer applies to her), but it means she has a purpose, something she was put on this earth to do. Figuring out what that is, though, isn't easy.Her visions of a raging forest fire and an alluring stranger lead her to a new school in a new town. When she meets Christian, who turns out to be the boy of her dreams (literally), everything seems to fall into place and out of place at the same time. Because there's another guy, Tucker, who appeals to Clara's less angelic side.As Clara tries to find her way in a world she no longer understands, she encounters unseen dangers and choices she never thought she'd have to make between honesty and deceit, love and duty, good and evil. When the fire from her vision finally ignites, will Clara be ready to face her destiny?Unearthly is a moving tale of love and fate, and the struggle between following the rules and following your heart.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324782984l/7488244.jpg,https://www.goodreads.com//book/show/7488244-unearthly
Collected Fictions,Jorge Luis Borges,"Jorge Luis Borges has been called the greatest Spanish-language writer of our century. Now for the first time in English, all of Borges' dazzling fictions are gathered into a single volume, brilliantly translated by Andrew Hurley. From his 1935 debut with The Universal History of Iniquity, through his immensely influential collections Ficciones and The Aleph, these enigmatJorge Luis Borges has been called the greatest Spanish-language writer of our century. Now for the first time in English, all of Borges' dazzling fictions are gathered into a single volume, brilliantly translated by Andrew Hurley. From his 1935 debut with The Universal History of Iniquity, through his immensely influential collections Ficciones and The Aleph, these enigmatic, elaborate, imaginative inventions display Borges' talent for turning fiction on its head by playing with form and genre and toying with language. Together these incomparable works comprise the perfect one-volume compendium for all those who have long loved Borges, and a superb introduction to the master's work for those who have yet to discover this singular genius.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544275624l/17961._SX318_.jpg,https://www.goodreads.com//book/show/17961.Collected_Fictions
The Guardian,Nicholas Sparks,"Julie Barenson's young husband left her two unexpected gifts before he died: a Great Dane puppy named Singer and the promise that he would always be watching over her. Now, four years have passed. Still living in the small town of Swansboro, North Carolina, 29-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin,Julie Barenson's young husband left her two unexpected gifts before he died: a Great Dane puppy named Singer and the promise that he would always be watching over her. Now, four years have passed. Still living in the small town of Swansboro, North Carolina, 29-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin, the handsome, sophisticated engineer who treats her like a queen? Or Mike Harris, the down-to-earth nice guy who was her husband's best friend? Choosing one of them should bring her more happiness than she's had in years. Instead, Julie is soon fighting for her life in a nightmare spawned by a chilling deception and jealousy so poisonous that it has become a murderous desire",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195339l/15925.jpg,https://www.goodreads.com//book/show/15925.The_Guardian
Lady Midnight,Cassandra Clare,"The Shadowhunters of Los Angeles star in the first novel in Cassandra Clare’s newest series, The Dark Artifices, a sequel to the internationally bestselling Mortal Instruments series. Lady Midnight is a Shadowhunters novel.It’s been five years since the events of City of Heavenly Fire that brought the Shadowhunters to the brink of oblivion. Emma Carstairs is no longer a chThe Shadowhunters of Los Angeles star in the first novel in Cassandra Clare’s newest series, The Dark Artifices, a sequel to the internationally bestselling Mortal Instruments series. Lady Midnight is a Shadowhunters novel.It’s been five years since the events of City of Heavenly Fire that brought the Shadowhunters to the brink of oblivion. Emma Carstairs is no longer a child in mourning, but a young woman bent on discovering what killed her parents and avenging her losses.Together with her parabatai Julian Blackthorn, Emma must learn to trust her head and her heart as she investigates a demonic plot that stretches across Los Angeles, from the Sunset Strip to the enchanted sea that pounds the beaches of Santa Monica. If only her heart didn’t lead her in treacherous directions…Making things even more complicated, Julian’s brother Mark—who was captured by the faeries five years ago—has been returned as a bargaining chip. The faeries are desperate to find out who is murdering their kind—and they need the Shadowhunters’ help to do it. But time works differently in faerie, so Mark has barely aged and doesn’t recognize his family. Can he ever truly return to them? Will the faeries really allow it? Glitz, glamours, and Shadowhunters abound in this heartrending opening to Cassandra Clare’s Dark Artifices series.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477682l/25494343.jpg,https://www.goodreads.com//book/show/25494343-lady-midnight
They Both Die at the End,Adam Silvera,"Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.Mateo and Rufus are total strAdam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.Mateo and Rufus are total strangers, but, for different reasons, they’re both looking to make a new friend on their End Day. The good news: There’s an app for that. It’s called the Last Friend, and through it, Rufus and Mateo are about to meet up for one last great adventure—to live a lifetime in a single day.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138l/33385229._SY475_.jpg,https://www.goodreads.com//book/show/33385229-they-both-die-at-the-end
The Last of the Mohicans,James Fenimore Cooper,"The wild rush of action in this classic frontier adventure story has made The Last of the Mohicans the most popular of James Fenimore Cooper’s Leatherstocking Tales. Deep in the forests of upper New York State, the brave woodsman Hawkeye (Natty Bumppo) and his loyal Mohican friends Chingachgook and Uncas become embroiled in the bloody battles of the French and Indian War. The wild rush of action in this classic frontier adventure story has made The Last of the Mohicans the most popular of James Fenimore Cooper’s Leatherstocking Tales. Deep in the forests of upper New York State, the brave woodsman Hawkeye (Natty Bumppo) and his loyal Mohican friends Chingachgook and Uncas become embroiled in the bloody battles of the French and Indian War. The abduction of the beautiful Munro sisters by hostile savages, the treachery of the renegade brave Magua, the ambush of innocent settlers, and the thrilling events that lead to the final tragic confrontation between rival war parties create an unforgettable, spine-tingling picture of life on the frontier. And as the idyllic wilderness gives way to the forces of civilization, the novel presents a moving portrayal of a vanishing race and the end of its way of life in the great American forests.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388199654l/38296.jpg,https://www.goodreads.com//book/show/38296.The_Last_of_the_Mohicans
Along for the Ride,Sarah Dessen,"It’s been so long since Auden slept at night. Ever since her parents’ divorce—or since the fighting started. Now she has the chance to spend a carefree summer with her dad and his new family in the charming beach town where they live.A job in a clothes boutique introduces Auden to the world of girls: their talk, their friendship, their crushes. She missed out on all that, It’s been so long since Auden slept at night. Ever since her parents’ divorce—or since the fighting started. Now she has the chance to spend a carefree summer with her dad and his new family in the charming beach town where they live.A job in a clothes boutique introduces Auden to the world of girls: their talk, their friendship, their crushes. She missed out on all that, too busy being the perfect daughter to her demanding mother. Then she meets Eli, an intriguing loner and a fellow insomniac who becomes her guide to the nocturnal world of the town. Together they embark on parallel quests: for Auden, to experience the carefree teenage life she’s been denied; for Eli, to come to terms with the guilt he feels for the death of a friend.In her signature pitch-perfect style, Sarah Dessen explores the hearts of two lonely people learning to connect.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479692098l/5664985._SX318_.jpg,https://www.goodreads.com//book/show/5664985-along-for-the-ride
"Muhammad, the World-Changer: An Intimate Portrait",Mohamad Jebara,"""An accessible biography of Muhammad, Islam’s founding prophet, tracing his development from orphan to political leader and providing insights into his personal life and tastes."" —New York Times Book Review""A fresh telling of a familiar story...The result is a biography that reads like a novel.""—Washington Post“A joyous read, presenting the Prophet Muhammad both as human a""An accessible biography of Muhammad, Islam’s founding prophet, tracing his development from orphan to political leader and providing insights into his personal life and tastes."" —New York Times Book Review""A fresh telling of a familiar story...The result is a biography that reads like a novel.""—Washington Post“A joyous read, presenting the Prophet Muhammad both as human and humane. Insightful, thoughtful and thought provoking!” —Azar Nafisi, New York Times  bestselling author of Reading Lolita in Tehran“A beautifully written, immaculately researched meditation on the impact of the Prophet Muhammad on the modern world. I loved this book!” —Reza Aslan, author of No God but God and Zealot: The Life and Times of Jesus of NazarethA six-year-old cries in his mother’s arms as she draws her last breaths to urge him: “Muhammad, be a world-changer!” The boy, suddenly orphaned in a tribal society that fears any change, must overcome enormous obstacles to unleash his own potential and inspire others to do the same.Fusing details long known to Muslim scholars but inaccessible to popular audiences, Mohamad Jebara brings to life the gripping personal story of Islam’s founding prophet. From his dramatic birth to nearly being abducted into slavery to escaping assassination, Muhammad emerges as an unrelenting man on a mission. Surrounding the protagonist are dynamic women who nurture Muhammad; Jewish and Christian mentors who inspire him; and the enslaved individuals he helps liberate who propel his movement.Jebara places Muhammad’s life in a broader historical context, vividly evoking the Meccan society he was born into and arguing that his innovative vision helped shape our modern world.""This excellent biography presents a unique and personal perspective."" —Booklist""Accessible... Those looking for an introduction to the life of the Islamic prophet would do well to start here.""—Publishers Weekly“This book is truly unique—in its enchanting prose, reverent secularity, and thought-provoking revisionism. For anyone curious about the amazing life and legacy of this seminal figure, this book is highly recommended—even for those who think they already know it well.” —Mustafa Akyol, senior fellow at Cato Institute, author of Reopening Muslim Minds“A vivid and beautifully written book that is both inspiring and well-researched. Readers will be in awe at how Jebara describes the Prophet Muhammad’s many inspiring and overlooked acts in service to humanity – as an entrepreneur, philosopher, statesman, husband, humanitarian, and father, among other roles."" —Dr. Craig Considine, author of The Humanity of Muhammad: A Christian View""A rare literary treat...Jebara treats his namesake, the prophet Muhammad, as a human and historical figure, distilling a wealth of compelling information while deftly treading sensitive ground.” —Nadim Shehadi, Executive Director, Lebanese American University Academic Center, New York“A religious icon long shrouded in both myth and stigma at last receives the biography he deserves. Jebara’s mastery of classical Arabic and Islamic scholarship enables him to reveal an authentic human narrative of Muhammad’s life.” —Captain Barbara Helms, first female Muslim military chaplain in the British commonwealth“Jebara, a once-in-a-generation elucidator, brings his namesake’s visionary spirit to life as never before. Offers an inspiring portrait of Islam’s founder that serves as a vital tool for enhancing interfaith coexistence.” —Jason Guberman, American Sephardi Federation“Jebara spotlights the many women who mentored Muhammad, including his mother, his wife Khadijah, and Barakah—the slave he emancipated at age six. Erudite and poetic, the narrative immerses readers in the Prophet’s life, leaving them craving to know more. A must-read.” —Rana Bokhari, former head of the Manitoba Liberal Party“Via Jebara’s soaring prose, readers join Muhammad on an epic life journey that transforms how they view the world.” —Rev. Father Andre Boyer, Former Superior of the Oblates of Mary Immaculate“Scholarly yet accessible, this book touches the heart and the mind--helping advance peacemaking our world so desperately needs.” —The Venerable Mavis Brownlee, Archdeacon in the Anglican Church of Canada (retired)“Brings this icon to life as never before.” —Prof. Stuart Chambers, University of Ottawa""This book will transport you to an ancient time, yet you will sense human emotions as contemporary as our own. This book inspires us to be world-changers."" —Rev. Takouhi Demirdjian-Petro, first Armenian woman minister ordained in Canada by the United Church.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627892714l/56268993.jpg,https://www.goodreads.com//book/show/56268993-muhammad-the-world-changer
